time,price
2017-10-05 21:08:02,4337.99
2017-10-05 21:12:01,4333.39
2017-10-05 21:16:01,4338.65
2017-10-05 21:20:02,4331.52
2017-10-05 21:24:02,4331.19
2017-10-05 21:28:01,4331.39
2017-10-05 21:32:01,4333.4
2017-10-05 21:36:02,4332.51
2017-10-05 21:40:02,4334.36
2017-10-05 21:44:01,4344.16
2017-10-05 21:48:01,4349.33
2017-10-05 21:52:02,4356.73
2017-10-05 21:56:01,4356.73
2017-10-05 22:00:01,4358.93
2017-10-05 22:04:01,4362.64
2017-10-05 22:08:01,4344.26
2017-10-05 22:12:02,4349.4
2017-10-05 22:16:03,4355.06
2017-10-05 22:20:01,4355.06
2017-10-05 22:24:01,4352.82
2017-10-05 22:28:01,4349.22
2017-10-05 22:32:01,4345.84
2017-10-05 22:36:02,4350.38
2017-10-05 22:40:01,4343.03
2017-10-05 22:44:06,4346.64
2017-10-05 22:48:02,4348.87
2017-10-05 22:52:01,4348.65
2017-10-05 22:56:01,4349.23
2017-10-05 23:00:02,4348.14
2017-10-05 23:04:02,4348.93
2017-10-05 23:08:01,4352.97
2017-10-05 23:12:01,4351.58
2017-10-05 23:16:02,4351.58
2017-10-05 23:20:01,4349.76
2017-10-05 23:24:02,4353.99
2017-10-05 23:28:01,4349.47
2017-10-05 23:32:03,4335.17
2017-10-05 23:36:01,4349.11
2017-10-05 23:40:02,4344.26
2017-10-05 23:44:01,4341.45
2017-10-05 23:48:02,4343.19
2017-10-05 23:52:02,4340.12
2017-10-05 23:56:02,4342.37
2017-10-06 00:00:01,4331.35
2017-10-06 00:04:02,4330.92
2017-10-06 00:08:01,4338.52
2017-10-06 00:12:02,4338.77
2017-10-06 00:16:01,4339.06
2017-10-06 00:20:02,4336.5
2017-10-06 00:24:01,4334.77
2017-10-06 00:28:01,4337.7
2017-10-06 00:32:02,4341.93
2017-10-06 00:36:01,4341.93
2017-10-06 00:40:02,4343.32
2017-10-06 00:44:01,4356.63
2017-10-06 00:48:02,4355.79
2017-10-06 00:52:01,4360.49
2017-10-06 00:56:02,4360.49
2017-10-06 01:00:01,4361.76
2017-10-06 01:04:01,4362.49
2017-10-06 01:08:02,4353.21
2017-10-06 01:12:01,4351.58
2017-10-06 01:16:01,4353.35
2017-10-06 01:20:02,4356.18
2017-10-06 01:24:01,4352.41
2017-10-06 01:28:01,4333.12
2017-10-06 01:32:01,4337.28
2017-10-06 01:36:01,4337.28
2017-10-06 01:40:02,4310.23
2017-10-06 01:44:01,4320.97
2017-10-06 01:48:02,4322.73
2017-10-06 01:52:01,4325.05
2017-10-06 01:56:02,4325.05
2017-10-06 02:00:01,4327.51
2017-10-06 02:04:02,4312.49
2017-10-06 02:08:01,4324.46
2017-10-06 02:12:03,4323.82
2017-10-06 02:16:01,4323.82
2017-10-06 02:20:02,4311.51
2017-10-06 02:24:01,4305.35
2017-10-06 02:28:01,4309.22
2017-10-06 02:32:03,4300.38
2017-10-06 02:36:01,4298.64
2017-10-06 02:40:02,4320.84
2017-10-06 02:44:01,4320.64
2017-10-06 02:48:01,4320.65
2017-10-06 02:52:02,4322.39
2017-10-06 02:56:06,4323.25
2017-10-06 03:00:02,4320.6
2017-10-06 03:04:01,4325.05
2017-10-06 03:08:02,4334.46
2017-10-06 03:12:01,4320.53
2017-10-06 03:16:02,4334.72
2017-10-06 03:20:01,4320.53
2017-10-06 03:24:01,4320.53
2017-10-06 03:28:01,4320.53
2017-10-06 03:32:02,4330.69
2017-10-06 03:36:02,4338.46
2017-10-06 03:40:02,4335.55
2017-10-06 03:44:01,4336.6
2017-10-06 03:48:02,4334.25
2017-10-06 03:52:01,4325.9
2017-10-06 03:56:02,4328.03
2017-10-06 04:00:01,4328.98
2017-10-06 04:04:01,4331.9
2017-10-06 04:08:02,4332.01
2017-10-06 04:12:01,4320.53
2017-10-06 04:16:01,4332.58
2017-10-06 04:20:01,4334.56
2017-10-06 04:24:01,4320.53
2017-10-06 04:28:01,4330.9
2017-10-06 04:32:01,4325.6
2017-10-06 04:36:02,4329.13
2017-10-06 04:40:01,4326.83
2017-10-06 04:44:02,4339.55
2017-10-06 04:48:01,4334.36
2017-10-06 04:52:01,4326.03
2017-10-06 04:56:02,4333.49
2017-10-06 05:00:01,4321.29
2017-10-06 05:04:01,4333.98
2017-10-06 05:08:01,4323.73
2017-10-06 05:12:02,4327.54
2017-10-06 05:16:01,4325.36
2017-10-06 05:20:01,4332.2
2017-10-06 05:24:02,4333.02
2017-10-06 05:28:01,4327.65
2017-10-06 05:32:01,4327.19
2017-10-06 05:36:02,4327.58
2017-10-06 05:40:01,4328.16
2017-10-06 05:44:01,4328.9
2017-10-06 05:48:02,4330.66
2017-10-06 05:52:01,4328.3
2017-10-06 05:56:01,4326.64
2017-10-06 06:00:01,4337.73
2017-10-06 06:04:01,4334.59
2017-10-06 06:08:01,4324.06
2017-10-06 06:12:01,4318.33
2017-10-06 06:16:02,4334.45
2017-10-06 06:20:01,4320.77
2017-10-06 06:24:01,4318.18
2017-10-06 06:28:02,4318.75
2017-10-06 06:32:01,4318.88
2017-10-06 06:36:03,4327.51
2017-10-06 06:40:01,4326.1
2017-10-06 06:44:02,4319.28
2017-10-06 06:48:01,4321.83
2017-10-06 06:52:01,4328.17
2017-10-06 06:56:02,4328.38
2017-10-06 07:00:01,4330.63
2017-10-06 07:04:01,4328.14
2017-10-06 07:08:01,4332.65
2017-10-06 07:12:01,4325.01
2017-10-06 07:16:01,4323.34
2017-10-06 07:20:02,4333.64
2017-10-06 07:24:01,4334.34
2017-10-06 07:28:01,4326.89
2017-10-06 07:32:02,4325.14
2017-10-06 07:36:01,4343.15
2017-10-06 07:40:01,4351.28
2017-10-06 07:44:03,4351.75
2017-10-06 07:48:01,4355.63
2017-10-06 07:52:01,4364.46
2017-10-06 07:56:02,4352.08
2017-10-06 08:00:01,4362.95
2017-10-06 08:04:01,4367.78
2017-10-06 08:08:02,4375.3
2017-10-06 08:12:01,4378.55
2017-10-06 08:16:01,4382.71
2017-10-06 08:20:02,4392.79
2017-10-06 08:24:01,4390.53
2017-10-06 08:28:02,4389.62
2017-10-06 08:32:01,4383.86
2017-10-06 08:36:01,4381.49
2017-10-06 08:40:02,4378.98
2017-10-06 08:44:01,4379.43
2017-10-06 08:48:02,4401.9
2017-10-06 08:52:01,4391.67
2017-10-06 08:56:02,4398.83
2017-10-06 09:00:01,4400.89
2017-10-06 09:04:01,4406.76
2017-10-06 09:08:02,4411.88
2017-10-06 09:12:01,4402.45
2017-10-06 09:16:01,4402.45
2017-10-06 09:20:02,4410.75
2017-10-06 09:24:01,4412.97
2017-10-06 09:28:01,4403.74
2017-10-06 09:32:02,4405.19
2017-10-06 09:36:01,4402.26
2017-10-06 09:40:03,4405.14
2017-10-06 09:44:01,4390.49
2017-10-06 09:48:04,4392.21
2017-10-06 09:52:01,4400.23
2017-10-06 09:56:02,4405.13
2017-10-06 10:00:01,4411.29
2017-10-06 10:04:02,4412.51
2017-10-06 10:08:01,4398.01
2017-10-06 10:12:01,4400.62
2017-10-06 10:16:02,4395.69
2017-10-06 10:20:01,4395.79
2017-10-06 10:24:01,4397.6
2017-10-06 10:28:02,4404.25
2017-10-06 10:32:01,4397.31
2017-10-06 10:36:02,4396.49
2017-10-06 10:40:01,4397.38
2017-10-06 10:44:01,4393.77
2017-10-06 10:48:02,4395.65
2017-10-06 10:52:01,4395.84
2017-10-06 10:56:01,4405.07
2017-10-06 11:00:02,4406.38
2017-10-06 11:04:01,4408.27
2017-10-06 11:08:02,4405.79
2017-10-06 11:12:02,4404.66
2017-10-06 11:16:01,4397.93
2017-10-06 11:20:02,4397.08
2017-10-06 11:24:02,4395.87
2017-10-06 11:28:01,4399.73
2017-10-06 11:32:02,4395.77
2017-10-06 11:36:02,4396.04
2017-10-06 11:40:01,4400.26
2017-10-06 11:44:02,4403.13
2017-10-06 11:48:01,4404.72
2017-10-06 11:52:02,4405.99
2017-10-06 11:56:01,4403.55
2017-10-06 12:00:02,4410.77
2017-10-06 12:04:03,4419.76
2017-10-06 12:08:02,4417.81
2017-10-06 12:12:02,4416.7
2017-10-06 12:16:02,4416.76
2017-10-06 12:20:03,4408.63
2017-10-06 12:24:01,4407.06
2017-10-06 12:28:02,4417.8
2017-10-06 12:32:01,4415.49
2017-10-06 12:36:02,4413.5
2017-10-06 12:40:01,4404.15
2017-10-06 12:44:02,4404.84
2017-10-06 12:48:01,4406.54
2017-10-06 12:52:07,4404.11
2017-10-06 12:56:04,4400.84
2017-10-06 13:00:01,4397.95
2017-10-06 13:04:04,4391.02
2017-10-06 13:08:02,4396.42
2017-10-06 13:12:01,4400.27
2017-10-06 13:16:02,4395.4
2017-10-06 13:20:02,4396.67
2017-10-06 13:24:02,4400.63
2017-10-06 13:28:02,4403.45
2017-10-06 13:32:02,4403.2
2017-10-06 13:36:02,4405.07
2017-10-06 13:40:03,4408.21
2017-10-06 13:44:01,4409.32
2017-10-06 13:48:02,4406.14
2017-10-06 13:52:01,4397.1
2017-10-06 13:56:03,4400.63
2017-10-06 14:00:01,4406.23
2017-10-06 14:04:02,4398.04
2017-10-06 14:08:01,4402.24
2017-10-06 14:12:04,4398.88
2017-10-06 14:16:02,4405.3
2017-10-06 14:20:03,4402.91
2017-10-06 14:24:02,4401.95
2017-10-06 14:28:01,4403.65
2017-10-06 14:32:03,4403.67
2017-10-06 14:36:02,4400.64
2017-10-06 14:40:03,4401.95
2017-10-06 14:44:02,4399.81
2017-10-06 14:48:01,4401.32
2017-10-06 14:52:03,4400.35
2017-10-06 14:56:01,4398.57
2017-10-06 15:00:03,4392.72
2017-10-06 15:04:02,4372.19
2017-10-06 15:08:01,4375.34
2017-10-06 15:12:01,4371.62
2017-10-06 15:16:01,4369.95
2017-10-06 15:20:02,4370.98
2017-10-06 15:24:02,4372.3
2017-10-06 15:28:02,4370.44
2017-10-06 15:32:02,4361.0
2017-10-06 15:36:01,4383.04
2017-10-06 15:40:02,4350.37
2017-10-06 15:44:02,4345.01
2017-10-06 15:48:01,4361.06
2017-10-06 15:52:02,4358.93
2017-10-06 15:56:01,4363.05
2017-10-06 16:00:02,4355.11
2017-10-06 16:04:02,4350.96
2017-10-06 16:08:02,4353.17
2017-10-06 16:12:01,4365.91
2017-10-06 16:16:05,4368.81
2017-10-06 16:20:04,4369.57
2017-10-06 16:24:02,4373.02
2017-10-06 16:28:01,4382.05
2017-10-06 16:32:03,4385.11
2017-10-06 16:36:02,4387.73
2017-10-06 16:40:01,4385.06
2017-10-06 16:44:01,4384.59
2017-10-06 16:48:02,4380.41
2017-10-06 16:52:02,4380.85
2017-10-06 16:56:02,4387.54
2017-10-06 17:00:02,4388.04
2017-10-06 17:04:01,4387.23
2017-10-06 17:08:02,4388.07
2017-10-06 17:12:01,4392.08
2017-10-06 17:16:02,4396.33
2017-10-06 17:20:01,4392.69
2017-10-06 17:24:03,4384.74
2017-10-06 17:28:04,4386.5
2017-10-06 17:32:01,4386.96
2017-10-06 17:36:02,4387.06
2017-10-06 17:40:01,4387.69
2017-10-06 17:44:01,4387.37
2017-10-06 17:48:02,4387.29
2017-10-06 17:52:01,4386.32
2017-10-06 17:56:01,4385.77
2017-10-06 18:00:01,4383.3
2017-10-06 18:04:01,4381.17
2017-10-06 18:08:01,4375.46
2017-10-06 18:12:02,4380.29
2017-10-06 18:16:01,4380.31
2017-10-06 18:20:02,4381.88
2017-10-06 18:24:01,4377.89
2017-10-06 18:28:02,4379.8
2017-10-06 18:32:01,4378.42
2017-10-06 18:36:02,4374.33
2017-10-06 18:40:02,4372.51
2017-10-06 18:44:01,4369.83
2017-10-06 18:48:01,4375.55
2017-10-06 18:52:02,4378.22
2017-10-06 18:56:01,4379.47
2017-10-06 19:00:02,4382.83
2017-10-06 19:04:02,4384.58
2017-10-06 19:08:01,4385.81
2017-10-06 19:12:02,4387.07
2017-10-06 19:16:01,4380.98
2017-10-06 19:20:02,4392.54
2017-10-06 19:24:01,4382.69
2017-10-06 19:28:01,4399.98
2017-10-06 19:32:01,4398.39
2017-10-06 19:36:01,4398.82
2017-10-06 19:40:02,4389.63
2017-10-06 19:44:01,4345.65
2017-10-06 19:48:03,4342.02
2017-10-06 19:52:01,4357.29
2017-10-06 19:56:02,4358.76
2017-10-06 20:00:01,4356.27
2017-10-06 20:04:01,4352.51
2017-10-06 20:08:01,4355.04
2017-10-06 20:12:02,4349.97
2017-10-06 20:16:01,4350.66
2017-10-06 20:20:02,4339.69
2017-10-06 20:24:01,4336.33
2017-10-06 20:28:02,4342.23
2017-10-06 20:32:01,4347.86
2017-10-06 20:36:02,4345.43
2017-10-06 20:40:04,4342.97
2017-10-06 20:44:02,4346.66
2017-10-06 20:48:01,4347.97
2017-10-06 20:52:01,4343.3
2017-10-06 20:56:01,4352.59
2017-10-06 21:00:01,4341.13
2017-10-06 21:04:01,4340.08
2017-10-06 21:08:02,4338.84
2017-10-06 21:12:02,4337.77
2017-10-06 21:16:01,4333.42
2017-10-06 21:20:02,4323.84
2017-10-06 21:24:01,4321.99
2017-10-06 21:28:01,4322.4
2017-10-06 21:32:01,4333.99
2017-10-06 21:36:01,4322.48
2017-10-06 21:40:02,4323.57
2017-10-06 21:44:01,4330.14
2017-10-06 21:48:02,4332.38
2017-10-06 21:52:01,4335.11
2017-10-06 21:56:02,4338.39
2017-10-06 22:00:01,4341.85
2017-10-06 22:04:01,4343.15
2017-10-06 22:08:02,4344.14
2017-10-06 22:12:01,4346.96
2017-10-06 22:16:01,4346.96
2017-10-06 22:20:02,4345.6
2017-10-06 22:24:01,4340.18
2017-10-06 22:28:02,4344.86
2017-10-06 22:32:01,4343.81
2017-10-06 22:36:02,4343.81
2017-10-06 22:40:01,4337.14
2017-10-06 22:44:02,4341.43
2017-10-06 22:48:01,4341.06
2017-10-06 22:52:03,4341.57
2017-10-06 22:56:02,4338.76
2017-10-06 23:00:01,4335.8
2017-10-06 23:04:05,4349.03
2017-10-06 23:08:01,4346.04
2017-10-06 23:12:01,4336.61
2017-10-06 23:16:02,4337.47
2017-10-06 23:20:01,4345.44
2017-10-06 23:24:02,4347.51
2017-10-06 23:28:01,4340.23
2017-10-06 23:32:01,4341.04
2017-10-06 23:36:02,4339.52
2017-10-06 23:40:03,4338.72
2017-10-06 23:44:01,4351.75
2017-10-06 23:48:03,4344.48
2017-10-06 23:52:02,4353.79
2017-10-06 23:56:01,4339.21
2017-10-07 00:00:02,4351.66
2017-10-07 00:04:02,4343.05
2017-10-07 00:08:01,4350.91
2017-10-07 00:12:02,4351.0
2017-10-07 00:16:02,4341.67
2017-10-07 00:20:02,4351.22
2017-10-07 00:24:01,4350.53
2017-10-07 00:28:02,4354.25
2017-10-07 00:32:04,4354.38
2017-10-07 00:36:01,4351.54
2017-10-07 00:40:04,4359.29
2017-10-07 00:44:02,4362.77
2017-10-07 00:48:01,4367.04
2017-10-07 00:52:02,4348.12
2017-10-07 00:56:03,4354.54
2017-10-07 01:00:03,4351.06
2017-10-07 01:04:02,4352.62
2017-10-07 01:08:01,4362.36
2017-10-07 01:12:01,4361.19
2017-10-07 01:16:02,4364.16
2017-10-07 01:20:01,4369.59
2017-10-07 01:24:01,4370.01
2017-10-07 01:28:02,4369.45
2017-10-07 01:32:02,4376.98
2017-10-07 01:36:02,4375.53
2017-10-07 01:40:04,4376.9
2017-10-07 01:44:02,4373.08
2017-10-07 01:48:01,4369.62
2017-10-07 01:52:02,4376.4
2017-10-07 01:56:01,4366.12
2017-10-07 02:00:01,4373.79
2017-10-07 02:04:01,4369.49
2017-10-07 02:08:01,4370.08
2017-10-07 02:12:02,4370.19
2017-10-07 02:16:02,4365.83
2017-10-07 02:20:01,4365.3
2017-10-07 02:24:01,4362.47
2017-10-07 02:28:02,4362.4
2017-10-07 02:32:01,4367.55
2017-10-07 02:36:02,4364.85
2017-10-07 02:40:03,4383.75
2017-10-07 02:44:01,4387.25
2017-10-07 02:48:02,4376.14
2017-10-07 02:52:02,4378.42
2017-10-07 02:56:01,4378.42
2017-10-07 03:00:01,4381.46
2017-10-07 03:04:01,4379.67
2017-10-07 03:08:01,4378.26
2017-10-07 03:12:02,4377.17
2017-10-07 03:16:02,4373.36
2017-10-07 03:20:01,4372.96
2017-10-07 03:24:01,4374.5
2017-10-07 03:28:02,4373.48
2017-10-07 03:32:01,4369.97
